Velo,SpinRate,HorzBreak,InducedVertBreak,PredictionChance
93.83,2286.0,6.86,14.48,0.2576380200257007
95.37,2309.0,8.76,18.48,0.2392456627479354
91.1,2098.0,20.07,9.06,0.34317808037007674
93.65,2175.0,4.24,12.59,0.265861709685949
92.22,2268.0,12.48,17.1,0.2604718402136566
96.46,2480.0,7.64,18.87,0.22667653386524989
88.08,2200.0,3.81,19.38,0.22846316033528102
98.48,2209.0,9.57,16.57,0.25508452198223575
93.32,2609.0,7.68,17.36,0.23061817690586076
93.37,2158.0,9.48,15.08,0.26777065866755384
93.0,2273.0,9.71,6.09,0.31822434632502006
95.34,2341.0,11.41,19.96,0.23720667133469028
93.7,2604.0,6.6,18.58,0.22150471700047056
97.44,2106.0,14.36,13.89,0.29028686151419014
92.08,2285.0,2.56,17.18,0.2316452205816544
92.21,2176.0,17.13,9.41,0.32644583267477023
92.7,2170.0,9.54,14.89,0.2687950345484888
92.84,2330.0,4.17,15.98,0.24025419915256546
93.91,2081.0,6.32,11.8,0.28094214478539564
91.55,1962.0,14.22,8.17,0.3361477538666258
96.1,2291.0,4.15,19.97,0.21962033828856517
89.34,1965.0,4.19,14.16,0.26795229232043427
97.3,2330.0,13.59,16.3,0.2633769728343188
94.72,2517.0,2.92,19.37,0.2111680435002601
91.43,2272.0,3.83,19.1,0.22576849489617382
94.12,2386.0,7.02,16.73,0.24116842829857119
92.02,2083.0,14.6,13.41,0.2975429372743162
89.97,2148.0,12.31,16.41,0.27032249267250835
97.19,2117.0,11.94,14.2,0.2805666475197189
92.65,2434.0,9.56,17.94,0.24017112186307482
93.19,2537.0,3.43,22.75,0.19597566180040074
97.73,2188.0,10.26,13.26,0.27753488644155416
94.68,2389.0,5.79,21.76,0.21152492438726825
78.07,1934.0,4.51,15.93,0.2648465795399304
97.69,2181.0,16.3,5.84,0.3443099169672652
94.36,2409.0,7.53,16.8,0.24112675982607903
95.99,2488.0,3.09,19.88,0.2097377582171244
95.8,2097.0,17.88,8.16,0.33950068703904335
97.52,2283.0,17.22,8.55,0.32436551016028575
94.82,2277.0,7.39,19.23,0.23306367881738868
93.41,2330.0,2.5,10.93,0.26345465694597225
89.35,2168.0,13.69,7.88,0.3267879700790028
95.28,2081.0,12.89,11.77,0.30093380287739624
92.45,2336.0,5.07,15.94,0.24285820901558855
90.98,2206.0,12.58,3.71,0.3479010381315299
93.79,1973.0,11.02,10.47,0.3091046261331876
95.58,2319.0,-2.85,16.82,0.2166297861472433
89.94,2201.0,3.76,16.58,0.2424867856405466
90.1,2281.0,4.19,19.44,0.2250997598071773
96.89,2341.0,10.32,14.11,0.26609034491692035
93.09,2555.0,6.59,18.94,0.2218228132561549
93.42,1839.0,1.22,15.66,0.25464361187145174
90.85,2300.0,8.38,16.98,0.24858385536850855
95.19,2288.0,5.56,17.51,0.23666166947000022
93.45,2291.0,5.94,16.97,0.2411753564178113
98.69,2591.0,17.69,2.43,0.34997334046684103
96.34,2426.0,6.94,18.4,0.22951492916055172
97.12,2219.0,11.23,17.04,0.2573233842453082
96.57,2181.0,7.29,17.08,0.24777452670955138
93.71,2346.0,4.64,19.62,0.22138109442911055
90.49,2264.0,1.38,18.48,0.2232155171271424
92.09,2065.0,3.96,18.06,0.23991216851737623
95.21,1915.0,8.35,16.04,0.26908803520949426
90.05,2055.0,9.91,16.83,0.2649737157699769
94.85,2045.0,15.88,9.0,0.33038173825403333
96.38,2460.0,6.08,14.41,0.2471711670650466
91.85,2215.0,15.12,10.82,0.3090404035734537
92.05,1789.0,20.2,3.12,0.40087008056850737
92.66,1917.0,14.25,9.88,0.3267921591743606
96.35,2255.0,14.54,10.8,0.30326175082770784
95.63,1994.0,15.29,12.33,0.30918901056860887
97.78,2770.0,12.95,11.1,0.27153008661761097
95.44,2194.0,8.39,16.04,0.256608940966054
90.94,2204.0,1.96,11.94,0.2627674866464748
98.22,2318.0,16.41,11.84,0.29878729958653055
93.8,2472.0,-0.72,16.95,0.2160793998425768
92.51,2484.0,0.73,19.15,0.20883753848746076
96.81,2094.0,14.33,3.32,0.3595890648910407
97.15,2413.0,5.02,18.72,0.22300622742690882
94.04,2372.0,7.43,15.73,0.24841822411928335
90.1,1922.0,15.13,9.53,0.3329940338561353
96.07,2124.0,11.1,7.19,0.32173407583036534
95.34,2425.0,10.5,17.99,0.24180055232278058
92.52,2182.0,15.46,10.84,0.3113306797843365
98.49,2367.0,8.6,16.56,0.24553693548523656
93.26,2034.0,17.76,10.93,0.3253503251218723
92.84,2242.0,12.15,18.71,0.2513305677166082
93.17,2066.0,2.33,16.99,0.24074205000917837
93.76,2313.0,12.58,14.16,0.2751455504755655
92.23,1967.0,16.91,7.6,0.3484835782823843
93.6,2226.0,18.29,9.94,0.32363615232203885
85.92,2085.0,19.05,3.48,0.38108794942589863
95.73,2474.0,14.22,15.14,0.2660990697693214
95.23,1883.0,12.66,0.16,0.3878239489362506
94.84,2035.0,12.88,11.17,0.3071165560369607
92.2,2356.0,6.64,16.12,0.2454885871988524
90.94,2066.0,5.32,15.53,0.2581832597371612
92.32,2283.0,16.36,11.88,0.302785167692315
98.01,2338.0,14.04,10.92,0.29614665941690516
93.11,2101.0,11.12,13.8,0.28301125833400376
93.43,2146.0,13.21,16.82,0.26920824037824853
91.51,2263.0,2.14,14.87,0.2440485306080913
95.93,2199.0,15.94,12.61,0.2993344826626843
94.51,2024.0,12.27,13.51,0.291338570920363
95.05,1939.0,3.78,21.12,0.22726088732245417
91.97,2537.0,9.47,16.7,0.24255945899595416
91.88,2026.0,11.53,9.22,0.31698057555339815
90.25,2054.0,18.45,7.93,0.347946302569105
97.43,2457.0,0.58,18.53,0.21076581519571141
97.11,2170.0,14.75,13.94,0.2882960164555069
99.34,2603.0,4.77,15.86,0.2286450699695962
93.27,2349.0,10.58,15.83,0.2581606451608888
93.11,2081.0,11.07,15.84,0.2716752641573361
93.91,2106.0,9.13,15.55,0.266136262672062
93.84,2470.0,16.43,7.85,0.3186081511760993
97.7,2137.0,8.84,9.83,0.2963685484065568
95.93,2479.0,6.51,19.37,0.22138150652999222
96.15,2289.0,-1.68,16.39,0.22281358125953546
89.55,2179.0,16.28,8.75,0.3290550405307071
96.49,2339.0,5.82,18.65,0.22872050769989624
92.58,2394.0,-1.24,9.69,0.2571719234496393
91.68,2241.0,14.75,9.91,0.3124116261239542
93.14,2026.0,6.24,15.92,0.25948201010362454
90.74,2524.0,6.8,18.09,0.22891653590769737
96.47,2266.0,7.95,16.59,0.24871280100264948
86.98,2129.0,0.46,17.86,0.23082479104138062
92.81,1866.0,15.55,7.25,0.3512040552975957
96.92,2698.0,11.94,16.65,0.24085467178897657
94.03,2179.0,15.34,8.81,0.32340452494864913
95.46,2219.0,15.58,10.38,0.3114326221968646
94.68,2380.0,4.41,20.22,0.21604680030703113
91.77,2379.0,9.46,20.15,0.23074895342079416
96.12,2133.0,8.11,16.22,0.2571951781216935
94.75,2135.0,8.89,15.58,0.26359672330769335
94.19,2457.0,6.13,15.24,0.2437686693068057
91.26,2101.0,13.18,9.99,0.31397178705272105
92.08,2174.0,10.09,16.53,0.26103132830628745
96.48,1970.0,5.66,15.53,0.2611155403395696
92.52,2253.0,13.2,8.83,0.31327731096607886
92.38,2128.0,15.09,6.47,0.3413633044955062
98.28,2385.0,9.83,15.35,0.2550465682390623
96.22,2387.0,11.62,16.96,0.2518884098166852
93.46,2353.0,8.96,16.19,0.25124668014430285
98.11,2193.0,17.13,7.97,0.33216074968300086
96.47,2506.0,8.11,17.18,0.23576230975393966
94.76,1820.0,13.39,11.59,0.31680396845147585
91.15,2081.0,12.48,10.22,0.3112854172777644
92.62,2174.0,15.28,7.87,0.3302626667013075
93.39,2479.0,15.39,16.59,0.26194477266384775
91.06,2065.0,9.36,20.11,0.24411447580166432
96.48,2409.0,17.22,6.66,0.3307801997484526
94.56,2088.0,15.14,7.19,0.337757893919705
94.54,2116.0,5.02,8.22,0.29675603829028513
97.6,2222.0,18.98,2.48,0.374375799013702
91.32,1933.0,11.43,13.92,0.2919964916811056
96.71,2487.0,4.0,19.3,0.21467976307923461
95.35,2319.0,15.99,9.31,0.3146573820266831
92.93,2355.0,5.69,8.04,0.28923129976675144
90.31,2200.0,15.94,9.07,0.3244097492140496
94.74,2288.0,5.8,17.71,0.23642200774303335
95.48,2333.0,9.06,12.52,0.2725911922181662
94.91,2419.0,2.4,7.17,0.28048616060894144
95.77,2406.0,12.78,18.64,0.24522093267545153
92.86,2184.0,3.25,19.23,0.22658050228378096
98.0,2487.0,12.19,18.42,0.24044700738183591
95.23,2029.0,11.22,9.72,0.3110615399916396
96.17,2168.0,9.36,7.5,0.3118211768570362
94.06,2385.0,15.45,15.45,0.27270731734759873
93.92,2397.0,3.85,17.65,0.22733309276445507
94.42,2395.0,3.21,19.27,0.21726097806257197
91.93,2071.0,14.96,3.73,0.36265765333227845
93.58,2364.0,9.75,18.94,0.23787903655863932
92.65,2349.0,2.14,16.02,0.23378684799672897
91.97,2394.0,6.12,13.27,0.2583600062165308
97.45,2174.0,9.34,18.01,0.24834346052522382
97.27,2455.0,10.22,11.56,0.27533911608288214
98.58,2693.0,15.42,11.97,0.27700765188234383
92.98,1976.0,15.09,6.47,0.3490123601031471
98.7,2491.0,9.69,18.24,0.23414864733940496
94.15,2114.0,6.94,15.56,0.2592259928443888
92.44,2401.0,10.3,17.75,0.24473926855053776
94.51,2173.0,18.27,5.07,0.3582746513185422
94.49,2042.0,10.95,15.66,0.2735661577075586
94.46,2032.0,13.35,12.8,0.2987371444739926
95.05,2531.0,3.57,18.04,0.2188031230480444
96.48,2277.0,16.38,6.96,0.33276976750193255
92.93,2558.0,4.99,17.07,0.2272091419735294
93.95,2346.0,7.48,19.52,0.22927894489009132
93.97,2160.0,17.23,4.49,0.3595837227258284
93.93,2396.0,14.96,11.32,0.2956246882992241
96.36,2478.0,2.97,19.08,0.21364231831342678
98.27,2342.0,5.97,20.34,0.21961198504519383
92.31,2201.0,15.6,12.1,0.3029983957911285
95.08,2527.0,6.54,21.31,0.21016954130245327
97.24,2477.0,14.76,6.91,0.3172309810407196
94.05,2241.0,3.38,19.09,0.22489105407414522
98.11,2146.0,10.79,13.39,0.28015344134082715
95.15,2355.0,11.2,12.39,0.2789301319196219
96.06,2163.0,5.17,10.11,0.28278155155648993
94.48,2189.0,0.09,18.53,0.2210941433114419
94.11,2371.0,7.0,16.56,0.24267692526923482
95.71,2236.0,6.08,16.31,0.24660745858102656
93.65,2305.0,14.66,7.82,0.3213884426820842
96.21,2565.0,1.87,17.12,0.21730968744714993
87.1,2128.0,14.52,9.54,0.3218538786747036
91.86,2247.0,6.73,13.41,0.26595747696556454
97.71,2399.0,3.53,19.63,0.2149005782747426
92.6,2171.0,4.94,16.95,0.24395323531560537
89.54,2269.0,6.85,14.51,0.2599856717846109
95.39,2355.0,8.32,19.51,0.23064947390652374
92.71,2158.0,6.52,9.49,0.29244615700438537
95.05,2219.0,12.48,10.88,0.2985780395728206
93.47,2859.0,8.65,20.23,0.20860304947142413
96.83,1951.0,16.72,9.86,0.3314015694369675
95.16,2428.0,5.41,20.22,0.2165431792337514
92.24,2133.0,8.93,15.4,0.26590667361468917
95.93,2338.0,8.53,19.53,0.2315962028648951
93.62,2132.0,9.68,16.15,0.26324301178357895
95.95,2326.0,3.64,19.42,0.21976436147478504
91.87,2312.0,5.31,18.07,0.23330450864039307
94.66,2110.0,17.11,5.56,0.354201544762233
94.62,2164.0,4.93,16.4,0.24642600888968316
92.21,2528.0,2.93,13.74,0.2408493742110778
94.02,2234.0,14.71,10.81,0.3058454511494344
89.51,2368.0,2.11,18.39,0.22178938166082665
93.79,2364.0,7.44,19.18,0.23027997877545944
99.48,2254.0,7.86,14.43,0.25987149807274157
92.41,2127.0,9.54,10.0,0.30042016545917144
96.43,2332.0,5.42,11.64,0.26655906927168493
95.09,2127.0,13.42,13.08,0.2923703792277094
91.37,1873.0,17.58,4.57,0.3770156565147263
96.69,2367.0,10.88,18.03,0.24456371142132174
85.66,2148.0,15.15,8.44,0.3307782041939047
96.03,2311.0,3.21,21.66,0.20807140928000722
96.32,2137.0,12.69,14.85,0.27841575338424723
91.45,2081.0,7.51,14.28,0.2709183173965886
90.53,2105.0,5.66,20.49,0.23051986618167986
94.06,2268.0,10.05,14.25,0.26899625197357663
97.49,2507.0,3.49,16.19,0.22814438579351234
96.06,2179.0,15.55,10.08,0.31495556689983145
93.59,1963.0,8.05,17.42,0.2587970005198599
91.45,1992.0,2.96,17.61,0.24293999823886545
92.29,2202.0,15.44,5.53,0.3450168551441501
88.5,2076.0,3.87,15.35,0.2556022428128944
95.78,2132.0,7.29,16.28,0.2546879268948696
93.34,2567.0,-2.95,6.68,0.26134649553066763
96.97,2401.0,5.27,15.35,0.24205291382793823
97.02,2203.0,16.28,11.79,0.3048409829636111
95.73,2259.0,13.34,19.74,0.24706390627762473
97.35,2443.0,10.64,17.29,0.2444331734189145
94.16,2589.0,4.7,18.98,0.2150173219953239
95.32,2188.0,7.93,13.97,0.2674443277200222
96.55,2105.0,11.9,12.39,0.2922537849512034
95.45,2198.0,4.53,18.78,0.23076874260571442
94.92,1980.0,8.14,14.8,0.2728754339797696
96.5,2356.0,9.11,14.18,0.2616361503620475
96.56,2362.0,13.6,11.42,0.2912024329217596
91.41,2109.0,1.32,16.84,0.23766846563794922
93.49,1828.0,9.07,8.94,0.319908854211733
94.68,2354.0,3.16,16.38,0.23363116768752612
91.77,2231.0,18.05,9.33,0.32743126624869473
94.94,2327.0,12.57,13.71,0.2766184035181141
96.86,2463.0,4.34,17.96,0.22323772060088734
95.5,2253.0,8.04,17.45,0.24517911162825465
94.34,2237.0,8.56,15.97,0.2560541406068936
97.92,2335.0,6.54,20.72,0.21956320070855298
95.31,2332.0,2.81,16.92,0.23050195631093798
91.73,2719.0,2.12,17.71,0.21065611696068526
93.9,1998.0,14.51,12.53,0.3060286581621372
91.76,2351.0,15.22,14.72,0.278905645173161
97.62,2079.0,15.72,10.4,0.3177254177531911
96.99,2193.0,10.05,13.82,0.27368171605558866
87.07,1726.0,13.12,6.58,0.35763341964355344
92.91,2279.0,11.38,6.59,0.32021685598938154
92.18,2428.0,1.24,19.36,0.21134916285233132
95.83,2290.0,15.62,2.34,0.3608082796092838
87.0,1946.0,7.81,11.81,0.2949720385385098
91.28,2175.0,2.12,15.86,0.24243218576296066
94.48,2442.0,6.16,18.67,0.22610160374011107
94.0,2248.0,2.12,18.07,0.2265892310467838
90.13,2179.0,17.85,7.67,0.34117466459357837
91.28,2103.0,16.93,6.77,0.3474653274587743
94.79,2538.0,9.61,18.47,0.23229430689221997
97.82,2437.0,12.0,14.99,0.26124211303584705
94.16,2251.0,10.54,18.71,0.2458714173542785
92.79,2582.0,8.61,16.64,0.23829019954009054
93.6,2350.0,6.84,18.7,0.23184841560752997
95.14,2086.0,7.31,12.54,0.27875824435682656
95.36,2270.0,5.73,15.87,0.2467301105078738
91.0,2332.0,13.47,16.4,0.2650278300943363
91.59,1990.0,17.93,9.96,0.3353294358659115
93.56,2548.0,16.88,6.27,0.3265105732262069
95.35,2286.0,8.07,17.49,0.24369478363516928
93.09,2237.0,11.49,17.29,0.2575395093506999
93.73,2199.0,14.14,12.95,0.2925810662535232
92.69,2212.0,9.9,17.27,0.2543550158780326
93.27,2555.0,2.02,18.98,0.20989818822776712
97.0,2562.0,12.29,16.98,0.2457839813375999
94.81,2509.0,1.56,14.43,0.23318873787525177
94.83,2194.0,17.08,0.77,0.3824979084486197
93.39,1927.0,14.57,9.36,0.33039402435002313
95.99,2011.0,9.03,14.8,0.27365308322378934
95.9,2555.0,6.96,21.42,0.2093094300499558
95.72,2382.0,5.38,18.39,0.22745366671789644
93.67,2084.0,4.79,17.68,0.2428296615367883
92.89,2197.0,15.54,8.98,0.32259537998551485
95.18,2531.0,8.72,16.73,0.23930410779825667
95.62,2465.0,3.13,19.72,0.2116448493543974
90.48,2170.0,5.99,13.14,0.2694187174581399
95.49,2074.0,17.23,9.66,0.32876784930514835
94.51,2179.0,11.87,13.14,0.2849982309678218
91.68,2500.0,15.7,11.09,0.2953793624633734
89.73,2313.0,16.68,12.74,0.2981717132250311
89.69,2197.0,4.75,15.94,0.24903969713345203
90.88,2287.0,2.15,20.0,0.21642573450980754
97.0,2240.0,9.89,15.2,0.26304369527380567
87.71,2253.0,11.97,14.67,0.2756946687108809
91.68,2053.0,16.03,2.54,0.3757195418151766
92.12,2182.0,8.72,16.93,0.25444322846903344
93.35,2422.0,9.61,12.14,0.27330732319022666
97.53,2049.0,8.11,14.9,0.2679321591921576
90.37,2263.0,17.76,13.11,0.30142240527877895
92.68,2231.0,12.53,17.78,0.25819793824662396
93.57,2469.0,4.38,20.18,0.2131094095566546
95.43,2050.0,8.31,15.78,0.2642778545852531
93.86,2197.0,4.87,18.65,0.2330258544792101
94.79,2206.0,4.2,11.1,0.27252813973560003
92.61,2385.0,3.46,17.68,0.22713317884856085
99.38,2471.0,16.3,7.72,0.3163525318516099
91.61,2338.0,13.12,2.08,0.3534874974780014
93.25,2250.0,2.96,16.28,0.2385206216798012
92.21,2078.0,3.39,18.45,0.23566860469372333
93.72,2180.0,5.34,14.03,0.26055028927899665
95.02,2144.0,11.46,13.37,0.28377474290809573
95.23,2421.0,5.29,19.82,0.21850186634906732
96.69,2315.0,15.68,14.41,0.28166958255874275
87.68,2100.0,11.08,9.79,0.3101722807536326
92.45,2074.0,6.08,13.91,0.26872084982562283
93.96,2293.0,7.12,16.58,0.24629353073789553
94.96,2224.0,11.72,18.15,0.2531511446279196
99.6,2058.0,13.29,8.6,0.32147434804140934
93.79,2312.0,15.19,15.54,0.27487123648201484
97.7,2443.0,12.75,16.89,0.2524415136656826
93.68,2252.0,8.45,13.48,0.26963028812931483
94.32,2197.0,15.09,8.7,0.32224508382862177
97.72,2372.0,5.55,12.27,0.26097323531944017
92.59,2118.0,12.23,14.1,0.2840362489194657
94.26,2269.0,9.23,19.51,0.2371114290616131
94.14,2130.0,13.59,2.9,0.35930839078372423
93.07,2213.0,7.97,18.59,0.24144448921706888
93.02,2154.0,10.91,17.51,0.258321402029672
95.11,2298.0,10.81,17.42,0.25135384214380857
98.89,2353.0,14.34,13.04,0.28304923119921066
92.71,2266.0,6.44,17.55,0.24076327621649607
95.16,1878.0,14.96,13.22,0.30844332187675505
93.32,2285.0,2.31,17.56,0.22850491774644605
96.09,2251.0,7.56,16.34,0.24980269704429306
93.1,1942.0,10.59,13.93,0.28810104181043517
87.73,1801.0,10.56,7.91,0.3357207251382964
92.78,2113.0,9.39,14.24,0.27473256955976577
97.72,2427.0,5.95,15.64,0.24095607002891348
86.02,1676.0,-0.76,9.13,0.2980564678327285
94.71,2137.0,8.37,9.52,0.29816798346076445
92.9,2339.0,13.06,17.98,0.2537434897513589
96.32,2312.0,10.28,17.92,0.24599634837379808
93.75,2375.0,2.07,18.59,0.21880332038266764
91.19,2402.0,9.93,15.79,0.2550442930645263
97.21,2274.0,16.91,11.25,0.30667975585882223
98.12,2132.0,6.01,9.8,0.2877822637078065
93.87,1823.0,10.21,15.44,0.2830772983513958
93.16,1951.0,12.05,13.14,0.29704182250132033
94.23,2308.0,9.67,15.94,0.2563289399577006
93.53,1953.0,7.12,13.52,0.27923404199296414
93.59,2128.0,6.81,18.7,0.24103781065270177
94.75,2493.0,13.87,16.65,0.2560168786816784
94.12,2293.0,12.62,14.98,0.2712043840103656
92.34,1893.0,16.0,-1.6,0.41338332121574206
95.57,2377.0,9.85,17.8,0.24298125689164965
93.18,2300.0,7.17,17.5,0.24142175040259245
92.92,2220.0,8.71,16.86,0.2528139044643696
93.88,2298.0,5.79,20.83,0.22004232553645753
93.89,1748.0,11.88,13.4,0.30441988665821046
98.55,2234.0,17.03,12.02,0.30356873464091033
92.61,2525.0,4.95,17.5,0.2263299615050906
92.58,2221.0,8.35,16.46,0.25412586857517105
95.7,2249.0,9.88,16.68,0.25474666816057295
93.8,2578.0,4.37,19.19,0.21369233563011242
96.31,2205.0,11.69,12.07,0.2888965222646909
96.48,2272.0,19.32,5.71,0.35133439327247956
92.61,2135.0,13.54,13.93,0.28828675886121424
94.24,2215.0,12.26,9.11,0.3095408818109529
93.39,2055.0,14.3,11.53,0.30909345456753534
94.69,2158.0,2.53,11.4,0.26804251134180407
94.23,2409.0,3.45,14.35,0.2432127849546503
92.96,2317.0,11.89,9.86,0.29925222028357323
96.42,2526.0,4.0,18.57,0.21692043668469
94.74,2145.0,2.5,18.36,0.22999676832558957
96.19,2680.0,4.25,20.3,0.20321854523766933
93.53,2177.0,9.04,15.59,0.2626100128002087
95.35,2257.0,7.84,12.48,0.27272064104316346
91.4,2394.0,6.17,20.52,0.21971918750882752
95.82,2176.0,14.75,9.29,0.3176722692288365
91.92,2221.0,12.65,13.03,0.2872342132007989
90.68,2463.0,17.91,13.21,0.29148991549365805
96.06,2229.0,9.09,13.84,0.26945602423340004
94.34,2109.0,14.63,9.69,0.3187697261167668
95.56,2149.0,6.75,20.77,0.2282222370407538
91.19,2231.0,18.93,13.19,0.3058370324443498
95.94,2409.0,6.35,18.63,0.22759222599587636
94.44,2182.0,12.12,10.9,0.2993883053115327
95.84,2340.0,7.48,18.7,0.23311157533496601
95.82,2289.0,13.83,15.99,0.26835539015547644
91.45,2201.0,5.24,16.03,0.24903225557642036
88.51,1962.0,16.08,2.68,0.3814965027565253
94.39,2390.0,8.94,20.24,0.22743641002048412
96.53,2170.0,9.92,16.39,0.25964771213775756
95.26,2132.0,2.4,18.26,0.23058675837782797
92.86,2241.0,8.79,18.83,0.24130402802050327
92.78,2218.0,14.72,11.6,0.30227937563851115
94.51,2332.0,3.78,20.65,0.2142289884953768
93.37,1919.0,15.79,5.13,0.36336197446628105
93.84,2318.0,5.98,19.82,0.22492878654128257
94.52,2524.0,5.89,12.9,0.25300818176050627
97.86,2158.0,9.22,12.53,0.28006926529589626
94.54,2051.0,4.92,16.84,0.24887018643747305
95.09,2134.0,15.01,12.89,0.2981920612349176
91.75,2107.0,-2.03,18.78,0.21861521218616822
92.54,2345.0,1.99,15.27,0.2375919040317048
97.96,2211.0,9.62,16.56,0.25541156483517613
91.39,1975.0,7.54,14.68,0.27354223239759734
96.26,2505.0,3.0,18.47,0.215749568864722
89.35,2370.0,11.47,7.82,0.3097805329514442
96.87,2452.0,3.96,19.04,0.2171930629319803
94.23,2009.0,12.7,6.88,0.33583503703499173
93.63,2071.0,8.08,11.5,0.28875197386789614
88.97,2289.0,1.87,14.59,0.24474049698058653
96.66,1878.0,15.58,4.46,0.3677678237071777
91.62,2254.0,2.26,17.49,0.2306614466055681
89.97,2470.0,6.34,13.26,0.2565239805969371
94.82,2183.0,9.23,15.62,0.262179802995623
93.89,2421.0,12.39,13.25,0.27491394910130484
97.13,2114.0,2.04,13.9,0.25328473130434453
97.63,2430.0,-1.25,19.9,0.20057888505404325
91.72,2343.0,15.38,16.81,0.2674760270127641
98.06,2577.0,2.62,19.15,0.2079947949966945
91.76,1979.0,7.14,15.73,0.2658868579562986
93.89,1976.0,7.09,17.22,0.2564626739753959
94.51,2280.0,4.19,17.03,0.236102294797405
95.86,2236.0,17.81,3.73,0.36178965154299797
93.63,2288.0,5.5,10.37,0.2774702084681385
93.37,2075.0,14.0,11.4,0.30797299930316846
96.67,2397.0,6.19,16.24,0.24005498536638395
95.77,2302.0,14.79,8.83,0.31447371158803294
91.04,2093.0,15.52,12.85,0.3039105834650081
95.52,2008.0,15.97,8.54,0.33528483251771085
95.18,2145.0,9.29,16.46,0.25910063084712104
90.89,2017.0,3.71,16.85,0.2483619228669587
98.12,2265.0,19.77,5.93,0.35094956342995415
92.11,2572.0,6.08,15.34,0.23904818357160304
95.33,2200.0,14.23,10.16,0.30947282196626946
93.1,2336.0,17.67,5.9,0.3427383821257795
95.76,2130.0,14.99,8.44,0.3263100148063733
94.38,2628.0,4.58,19.3,0.2115295899254905
94.18,2270.0,10.14,15.07,0.2643691833957948
91.33,2000.0,9.09,15.74,0.2708302925808309
94.38,2745.0,7.44,21.55,0.20321291403738573
92.45,2243.0,13.56,10.49,0.3044640576930896
91.87,2090.0,14.05,9.97,0.3171946117839735
91.69,2424.0,1.29,19.07,0.2132451392651087
92.11,2097.0,16.45,7.43,0.3413219108621795
97.81,2125.0,17.32,11.25,0.31510491632762305
97.11,2348.0,7.97,18.53,0.23450989432177288
92.53,2574.0,4.63,16.32,0.22967046856580667
91.91,2187.0,-0.61,10.17,0.26578441378476375
94.75,2362.0,9.06,15.25,0.25587686619489775
95.48,1979.0,6.11,8.43,0.3051372646894357
89.18,2373.0,-0.4,6.9,0.2782543137710901
92.49,2235.0,4.13,23.0,0.20798176590321288
95.87,2519.0,8.23,20.9,0.21650452543569593
92.5,2410.0,2.38,14.17,0.24187933684383864
90.69,2374.0,11.96,11.9,0.28526804133132194
94.04,2015.0,0.77,16.86,0.23896154068792966
95.23,2189.0,11.83,10.75,0.29870341355981933
95.01,2354.0,8.98,16.96,0.24636513962996606
93.56,2312.0,8.69,18.23,0.24099751421738155
95.24,2314.0,5.08,18.74,0.22778400622951012
94.07,2170.0,11.48,11.53,0.29422681863105227
94.88,2324.0,9.3,18.56,0.23985932071224234
94.39,2266.0,17.81,6.77,0.3404245674919761
96.69,2138.0,15.46,12.39,0.30180090764138406
94.89,2256.0,7.39,16.78,0.2471622785923839
91.98,2233.0,8.43,20.07,0.23434467048951232
85.38,2250.0,15.91,6.51,0.34096210553890305
90.13,2112.0,5.13,17.8,0.2433463017928827
97.12,2395.0,17.31,12.57,0.29389341344586395
94.92,2223.0,3.32,14.94,0.24729772145504791
95.9,2356.0,7.98,21.66,0.21843478348565248
89.83,1918.0,14.42,1.69,0.38423881258448395
96.84,2376.0,0.79,17.0,0.2223876588142907
93.13,1943.0,12.28,3.59,0.36051881861362717
90.63,1979.0,11.75,13.06,0.29639188689757545
93.21,2355.0,12.47,15.95,0.2627210900250111
91.18,2003.0,11.96,13.57,0.2925086929632931
95.17,2104.0,19.42,6.74,0.35423304020889673
92.89,2065.0,17.19,8.05,0.3409817593583839
97.56,2358.0,14.9,14.88,0.2741405298152334
97.17,2408.0,4.92,16.18,0.2362451001028648
92.85,2127.0,6.48,17.18,0.24878603401172825
92.88,2410.0,7.67,20.07,0.2247345248989246
85.7,1857.0,14.88,8.02,0.34771683685240634
96.98,2338.0,5.21,16.97,0.23580649723370364
94.68,2129.0,4.45,15.59,0.2510460836918903
88.63,2019.0,12.28,12.68,0.2993942096085833
91.47,2258.0,2.44,18.73,0.22457503536988693
93.93,2188.0,15.5,10.72,0.31126606451107736
93.8,2204.0,7.0,17.49,0.24484115608894308
97.75,2341.0,2.06,18.64,0.2183788975383787
87.8,1969.0,18.8,3.83,0.38311614587345605
94.8,2451.0,12.87,15.36,0.2623039793924604
95.03,2020.0,3.38,18.99,0.23407266140187644
97.76,2565.0,12.07,20.41,0.2264424806233427
95.27,2579.0,-2.95,6.88,0.2588629249002937
91.82,2340.0,1.78,17.1,0.2278337323354161
86.58,2234.0,22.55,1.72,0.3974919963108812
93.59,2246.0,9.12,17.52,0.24889662172458887
98.16,2345.0,14.57,17.44,0.2586813081568796
96.06,2306.0,-1.9,8.68,0.2634761367436288
94.17,2333.0,9.75,19.44,0.23626388182657368
96.64,2263.0,13.57,11.88,0.29298863719867724
92.87,2076.0,11.62,16.33,0.27077646190608107
93.83,2212.0,6.75,16.0,0.2520216018342964
93.88,2093.0,11.89,12.65,0.2924065820438939
90.65,2187.0,15.44,7.15,0.33582203943822087
97.38,2644.0,13.93,19.04,0.23553361020731461
93.7,2501.0,-2.49,6.24,0.26805074298297416
95.94,2353.0,8.15,21.44,0.22009304052817186
94.15,1966.0,13.54,5.97,0.347018394287371
